Time,Call Duration,Cost,Disconnection Reason,Call Status,User Sentiment,Call Successful,End to End Latency
02/11/2026 09:27,1:50,$0.366,agent_hangup,ended,Neutral,Unsuccessful,3118.2
02/11/2026 10:00,0:49,$0.165,user_hangup,ended,Neutral,Successful,2777.4
02/12/2026 11:06,2:00,$0.399,agent_hangup,ended,Neutral,Successful,2303.2
02/12/2026 11:18,0:45,$0.150,user_hangup,ended,Neutral,Unsuccessful,1874.1
02/12/2026 09:43,0:38,$0.127,agent_hangup,ended,Neutral,Unsuccessful,2634.5
02/12/2026 14:51,2:12,$0.437,agent_hangup,ended,Positive,Successful,2840.1
02/12/2026 13:36,1:00,$0.201,agent_hangup,ended,Neutral,Unsuccessful,2408.7
02/12/2026 15:32,1:25,$0.281,agent_hangup,ended,Neutral,Unsuccessful,2449.2
02/13/2026 11:39,1:05,$0.215,agent_hangup,ended,Neutral,Successful,2907.7
02/13/2026 11:09,2:33,$0.507,user_hangup,ended,Negative,Unsuccessful,1789.6
02/13/2026 12:29,1:01,$0.203,agent_hangup,ended,Negative,Unsuccessful,2453.2
02/13/2026 10:37,2:02,$0.403,agent_hangup,ended,Neutral,Successful,2840.0
02/13/2026 05:59,1:26,$0.284,agent_hangup,ended,Neutral,Unsuccessful,2151.0
02/13/2026 08:08,0:36,$0.121,user_hangup,ended,Neutral,Successful,2005.5
02/13/2026 13:21,1:18,$0.260,user_hangup,ended,Positive,Unsuccessful,1712.2
02/13/2026 08:12,0:00,$0.000,user_hangup,not_connected,Neutral,Unsuccessful,1955.4
02/13/2026 10:31,2:47,$0.551,agent_hangup,ended,Neutral,Unsuccessful,1321.1
02/13/2026 10:16,2:27,$0.486,user_hangup,ended,Neutral,Successful,2984.8
02/13/2026 07:59,1:44,$0.346,user_hangup,ended,Positive,Successful,2618.1
02/13/2026 10:36,1:18,$0.259,user_hangup,ended,Neutral,Successful,2735.7
02/14/2026 08:21,1:09,$0.229,user_hangup,ended,Neutral,Unsuccessful,2442.8
02/14/2026 10:02,0:47,$0.156,agent_hangup,ended,Neutral,Successful,2845.6
02/14/2026 07:29,0:50,$0.167,user_hangup,ended,Negative,Successful,3056.6
02/14/2026 11:23,0:58,$0.194,user_hangup,ended,Neutral,Unsuccessful,2473.0
02/14/2026 11:58,1:01,$0.201,user_hangup,ended,Neutral,Unsuccessful,2304.5
02/14/2026 14:25,2:01,$0.401,user_hangup,ended,Neutral,Successful,2051.6
02/15/2026 08:10,1:16,$0.251,user_hangup,ended,Positive,Unsuccessful,2220.9
02/15/2026 04:24,1:14,$0.247,agent_hangup,ended,Neutral,Unsuccessful,2613.7
02/16/2026 07:06,1:51,$0.369,agent_hangup,ended,Positive,Unsuccessful,3144.7
02/16/2026 08:28,1:18,$0.260,agent_hangup,ended,Neutral,Unsuccessful,2477.7
02/16/2026 10:02,2:06,$0.417,user_hangup,ended,Neutral,Unsuccessful,2597.4
02/16/2026 08:55,2:56,$0.583,agent_hangup,ended,Neutral,Successful,2463.8
02/16/2026 14:31,2:11,$0.435,user_hangup,ended,Neutral,Successful,2258.4
02/16/2026 16:23,2:33,$0.506,agent_hangup,ended,Neutral,Successful,2683.0
02/16/2026 09:55,1:48,$0.358,agent_hangup,ended,Neutral,Successful,2098.5
02/16/2026 05:50,1:15,$0.249,user_hangup,ended,Positive,Unsuccessful,2395.0
02/16/2026 09:41,1:27,$0.290,agent_hangup,ended,Negative,Unsuccessful,3306.5
02/16/2026 17:16,1:14,$0.246,user_hangup,ended,Positive,Successful,1654.7
02/16/2026 09:20,1:40,$0.333,agent_hangup,ended,Neutral,Unsuccessful,2599.3
02/16/2026 09:20,0:42,$0.140,agent_hangup,ended,Neutral,Successful,2036.7
02/17/2026 05:07,1:13,$0.242,user_hangup,ended,Positive,Unsuccessful,2820.7
02/17/2026 10:01,1:47,$0.355,user_hangup,ended,Neutral,Successful,3625.4
02/17/2026 14:11,1:35,$0.315,user_hangup,ended,Neutral,Successful,2143.0
02/17/2026 10:11,1:18,$0.258,agent_hangup,ended,Positive,Unsuccessful,2499.8
02/17/2026 09:13,1:59,$0.395,user_hangup,ended,Neutral,Unsuccessful,2527.1
02/17/2026 16:10,1:32,$0.305,user_hangup,ended,Neutral,Successful,2802.9
02/17/2026 13:07,1:27,$0.289,user_hangup,ended,Negative,Successful,2346.4
02/17/2026 12:38,0:54,$0.178,agent_hangup,ended,Negative,Successful,3191.2
02/17/2026 12:11,1:16,$0.253,user_hangup,ended,Neutral,Successful,3097.6
02/18/2026 08:04,2:15,$0.448,user_hangup,ended,Neutral,Unsuccessful,2924.7
02/18/2026 12:36,1:44,$0.344,agent_hangup,ended,Neutral,Successful,2308.0
02/18/2026 11:38,0:31,$0.105,user_hangup,ended,Neutral,Unsuccessful,1511.6
02/18/2026 10:06,1:47,$0.355,user_hangup,ended,Positive,Successful,2801.2
02/18/2026 15:47,2:35,$0.512,agent_hangup,ended,Neutral,Successful,2853.2
02/18/2026 14:25,0:59,$0.195,agent_hangup,ended,Positive,Unsuccessful,2423.1
02/18/2026 04:16,1:59,$0.395,agent_hangup,ended,Neutral,Successful,2079.1
02/18/2026 12:29,0:14,$0.048,agent_hangup,ended,Neutral,Unsuccessful,2907.9
02/18/2026 18:32,1:10,$0.232,agent_hangup,ended,Negative,Successful,2108.7
02/18/2026 08:30,1:32,$0.307,agent_hangup,ended,Positive,Successful,2673.1
02/18/2026 13:47,1:44,$0.344,user_hangup,ended,Neutral,Successful,2397.9
02/19/2026 06:59,1:56,$0.386,agent_hangup,ended,Neutral,Unsuccessful,2503.6
02/19/2026 11:02,2:25,$0.479,user_hangup,ended,Neutral,Unsuccessful,3296.6
02/19/2026 14:01,1:29,$0.295,agent_hangup,ended,Neutral,Unsuccessful,2403.7
02/19/2026 07:53,1:22,$0.272,agent_hangup,ended,Neutral,Unsuccessful,1955.3
02/19/2026 11:11,2:24,$0.477,user_hangup,ended,Neutral,Unsuccessful,2808.4
02/19/2026 10:27,0:37,$0.124,user_hangup,ended,Neutral,Successful,2347.6
02/19/2026 06:34,2:07,$0.422,agent_hangup,ended,Positive,Unsuccessful,2506.8
02/19/2026 08:04,1:37,$0.321,user_hangup,ended,Neutral,Successful,2569.6
02/19/2026 10:21,1:11,$0.238,user_hangup,ended,Neutral,Unsuccessful,2535.1
02/19/2026 06:11,2:09,$0.427,agent_hangup,ended,Neutral,Successful,3002.7
02/19/2026 07:45,2:00,$0.398,agent_hangup,ended,Neutral,Successful,1342.6
02/19/2026 09:32,0:35,$0.117,user_hangup,ended,Neutral,Successful,1796.2
02/19/2026 10:25,2:12,$0.437,agent_hangup,ended,Negative,Unsuccessful,1710.5
02/20/2026 08:46,2:08,$0.424,agent_hangup,ended,Positive,Successful,2350.0
02/20/2026 13:50,2:07,$0.421,agent_hangup,ended,Neutral,Unsuccessful,3128.6
02/20/2026 08:01,2:11,$0.435,user_hangup,ended,Neutral,Successful,1867.4
02/20/2026 10:05,0:46,$0.154,agent_hangup,ended,Neutral,Unsuccessful,2575.5
02/20/2026 08:26,1:47,$0.355,agent_hangup,ended,Neutral,Successful,2701.9
02/20/2026 08:37,0:49,$0.162,agent_hangup,ended,Neutral,Successful,2500.0
02/21/2026 11:45,0:43,$0.144,agent_hangup,ended,Neutral,Unsuccessful,2420.5
02/21/2026 14:51,2:17,$0.454,agent_hangup,ended,Neutral,Successful,2288.9
02/22/2026 16:10,0:27,$0.090,user_hangup,ended,Neutral,Unsuccessful,2365.0
02/22/2026 11:49,2:16,$0.452,user_hangup,ended,Positive,Unsuccessful,2801.5
02/22/2026 08:23,1:47,$0.353,user_hangup,ended,Neutral,Unsuccessful,2321.7
02/22/2026 14:28,1:24,$0.280,agent_hangup,ended,Neutral,Successful,2785.3
02/23/2026 11:10,1:00,$0.200,agent_hangup,ended,Positive,Successful,2301.2
02/23/2026 11:27,1:19,$0.264,agent_hangup,ended,Negative,Unsuccessful,2338.9
02/23/2026 13:45,2:36,$0.516,agent_hangup,ended,Negative,Unsuccessful,2841.4
02/23/2026 10:33,2:10,$0.430,user_hangup,ended,Positive,Successful,1490.3
02/23/2026 13:16,1:22,$0.273,agent_hangup,ended,Neutral,Successful,2896.4
02/23/2026 09:44,0:40,$0.134,agent_hangup,ended,Neutral,Successful,2608.0
02/24/2026 07:39,0:35,$0.116,agent_hangup,ended,Neutral,Successful,2807.5
02/24/2026 13:00,2:07,$0.421,agent_hangup,ended,Neutral,Successful,2071.0
02/24/2026 12:09,1:38,$0.326,agent_hangup,ended,Positive,Unsuccessful,2321.1
02/24/2026 17:34,2:59,$0.591,agent_hangup,ended,Positive,Unsuccessful,2652.1
02/24/2026 14:49,1:23,$0.275,user_hangup,ended,Neutral,Unsuccessful,2320.2
02/24/2026 11:08,1:47,$0.354,agent_hangup,ended,Neutral,Unsuccessful,3024.5
02/24/2026 09:50,2:33,$0.506,user_hangup,ended,Neutral,Successful,2603.0
02/24/2026 12:39,2:10,$0.431,user_hangup,ended,Neutral,Unsuccessful,2160.1
02/24/2026 11:49,2:21,$0.466,user_hangup,ended,Neutral,Successful,1808.0
02/24/2026 11:25,2:26,$0.484,user_hangup,ended,Neutral,Unsuccessful,2525.7
02/24/2026 07:43,1:27,$0.288,user_hangup,ended,Neutral,Successful,2728.5
02/24/2026 13:52,0:59,$0.196,user_hangup,ended,Neutral,Unsuccessful,1680.0
02/24/2026 13:11,1:46,$0.351,agent_hangup,ended,Neutral,Successful,2434.5
02/24/2026 05:28,1:16,$0.252,agent_hangup,ended,Neutral,Successful,2808.3
02/24/2026 09:32,0:24,$0.082,user_hangup,ended,Neutral,Unsuccessful,2572.3
02/24/2026 08:24,1:57,$0.388,user_hangup,ended,Neutral,Unsuccessful,2532.3
02/24/2026 13:21,1:42,$0.340,user_hangup,ended,Neutral,Successful,2100.1
02/25/2026 07:09,1:20,$0.266,agent_hangup,ended,Neutral,Successful,2635.2
02/25/2026 14:00,1:03,$0.209,user_hangup,ended,Neutral,Successful,2837.1
02/25/2026 16:14,2:48,$0.558,agent_hangup,ended,Neutral,Successful,2008.3
02/25/2026 16:55,1:59,$0.396,user_hangup,ended,Neutral,Successful,2715.6
02/25/2026 11:38,2:13,$0.442,agent_hangup,ended,Neutral,Successful,2659.5
02/25/2026 11:06,1:57,$0.387,user_hangup,ended,Neutral,Successful,1312.2
02/25/2026 05:45,1:36,$0.319,agent_hangup,ended,Neutral,Unsuccessful,2637.0
02/25/2026 10:31,0:31,$0.106,user_hangup,ended,Neutral,Unsuccessful,2637.5
02/25/2026 10:01,1:15,$0.248,agent_hangup,ended,Neutral,Successful,2451.3
02/25/2026 08:10,0:57,$0.189,user_hangup,ended,Positive,Successful,2546.2
02/25/2026 07:35,2:12,$0.437,agent_hangup,ended,Positive,Successful,2864.0
02/25/2026 11:25,1:16,$0.252,user_hangup,ended,Neutral,Successful,2620.3
02/25/2026 02:25,1:04,$0.212,user_hangup,ended,Neutral,Unsuccessful,2592.4
02/25/2026 15:05,1:01,$0.203,user_hangup,ended,Neutral,Successful,2369.9
02/26/2026 09:10,1:12,$0.239,agent_hangup,ended,Neutral,Unsuccessful,2179.3
02/26/2026 08:52,0:34,$0.114,user_hangup,ended,Neutral,Successful,1879.8
02/26/2026 14:37,1:17,$0.256,agent_hangup,ended,Neutral,Successful,1271.7
02/26/2026 10:27,1:59,$0.394,user_hangup,ended,Neutral,Unsuccessful,1812.1
02/26/2026 10:47,2:00,$0.396,user_hangup,ended,Neutral,Unsuccessful,2154.2
02/26/2026 14:41,1:29,$0.295,agent_hangup,ended,Neutral,Successful,2455.0
02/26/2026 09:08,0:36,$0.121,user_hangup,ended,Neutral,Successful,1983.5
02/26/2026 08:34,1:25,$0.283,agent_hangup,ended,Neutral,Successful,2536.1
02/26/2026 09:21,0:21,$0.070,agent_hangup,ended,Neutral,Successful,2647.3
02/26/2026 11:21,0:30,$0.100,user_hangup,ended,Positive,Unsuccessful,2496.3
02/26/2026 14:03,1:09,$0.228,user_hangup,ended,Neutral,Unsuccessful,2659.1
02/26/2026 10:41,1:28,$0.292,user_hangup,ended,Neutral,Successful,2703.1
02/26/2026 16:25,0:18,$0.060,agent_hangup,ended,Neutral,Unsuccessful,2398.2
02/26/2026 07:09,1:17,$0.256,user_hangup,ended,Neutral,Successful,2242.1
02/26/2026 07:27,1:33,$0.308,user_hangup,ended,Negative,Successful,2034.2
02/27/2026 17:54,1:50,$0.366,user_hangup,ended,Neutral,Unsuccessful,1904.9
02/27/2026 12:57,1:57,$0.388,agent_hangup,ended,Neutral,Unsuccessful,2343.1
02/27/2026 11:39,1:12,$0.240,agent_hangup,ended,Neutral,Successful,2250.2
02/27/2026 08:50,1:15,$0.249,user_hangup,ended,Neutral,Successful,2945.9
02/27/2026 11:38,1:00,$0.198,agent_hangup,ended,Neutral,Unsuccessful,2818.8
02/27/2026 05:45,1:23,$0.277,agent_hangup,ended,Neutral,Unsuccessful,1733.5
02/27/2026 10:11,2:05,$0.414,user_hangup,ended,Neutral,Successful,2307.5
02/27/2026 14:26,2:18,$0.455,user_hangup,ended,Neutral,Unsuccessful,1619.5
02/27/2026 07:46,2:13,$0.441,agent_hangup,ended,Positive,Successful,2806.9
02/27/2026 11:10,0:48,$0.160,agent_hangup,ended,Positive,Unsuccessful,2773.4
02/28/2026 10:14,0:42,$0.140,user_hangup,ended,Neutral,Unsuccessful,2092.7
02/28/2026 08:42,1:39,$0.328,agent_hangup,ended,Positive,Successful,1980.5
03/01/2026 11:46,1:42,$0.338,agent_hangup,ended,Neutral,Unsuccessful,2029.5
03/01/2026 13:07,1:24,$0.279,agent_hangup,ended,Neutral,Successful,3007.9
03/02/2026 09:21,1:12,$0.240,agent_hangup,ended,Neutral,Successful,3322.3
03/02/2026 05:58,1:39,$0.328,agent_hangup,ended,Neutral,Unsuccessful,2602.6
03/02/2026 15:20,0:26,$0.087,user_hangup,ended,Neutral,Unsuccessful,2843.1
03/02/2026 14:59,1:45,$0.349,agent_hangup,ended,Neutral,Unsuccessful,2861.6
03/02/2026 10:19,0:27,$0.092,agent_hangup,ended,Neutral,Unsuccessful,2486.2
03/02/2026 08:15,1:48,$0.358,user_hangup,ended,Neutral,Unsuccessful,1627.1
03/02/2026 10:38,2:20,$0.463,user_hangup,ended,Neutral,Successful,2565.3
03/02/2026 14:06,2:14,$0.444,agent_hangup,ended,Neutral,Unsuccessful,2939.0
03/02/2026 08:14,1:21,$0.268,user_hangup,ended,Neutral,Unsuccessful,2823.9
03/02/2026 10:04,2:28,$0.490,user_hangup,ended,Positive,Successful,2244.2
03/03/2026 09:54,1:00,$0.198,user_hangup,ended,Neutral,Unsuccessful,2313.8
03/03/2026 14:07,2:42,$0.535,user_hangup,ended,Neutral,Successful,2704.3
03/03/2026 12:30,1:23,$0.275,user_hangup,ended,Neutral,Unsuccessful,2628.4
03/03/2026 12:18,0:49,$0.164,agent_hangup,ended,Neutral,Successful,2401.8
03/03/2026 08:59,1:59,$0.394,user_hangup,ended,Positive,Unsuccessful,2834.1
03/03/2026 14:56,0:44,$0.146,user_hangup,ended,Neutral,Unsuccessful,2517.9
03/03/2026 05:08,1:00,$0.201,user_hangup,ended,Neutral,Successful,2499.5
03/03/2026 12:54,0:55,$0.183,user_hangup,ended,Neutral,Unsuccessful,2573.7
03/03/2026 07:14,0:18,$0.061,agent_hangup,ended,Neutral,Unsuccessful,2080.0
03/03/2026 11:21,0:53,$0.175,agent_hangup,ended,Neutral,Unsuccessful,2889.5
03/03/2026 17:11,1:58,$0.392,agent_hangup,ended,Positive,Successful,2669.3
03/03/2026 11:24,2:03,$0.408,user_hangup,ended,Neutral,Successful,2271.0
03/03/2026 11:16,3:09,$0.627,agent_hangup,ended,Positive,Successful,2731.6
03/03/2026 09:23,1:34,$0.313,user_hangup,ended,Neutral,Unsuccessful,2820.5
03/04/2026 13:59,2:28,$0.489,user_hangup,ended,Neutral,Unsuccessful,2536.3
03/04/2026 07:50,2:10,$0.430,user_hangup,ended,Negative,Successful,2201.0
03/04/2026 11:03,1:30,$0.299,user_hangup,ended,Neutral,Successful,2744.1
03/04/2026 11:10,0:27,$0.090,user_hangup,ended,Negative,Unsuccessful,2179.7
03/04/2026 10:40,0:37,$0.124,agent_hangup,ended,Neutral,Successful,1518.1
03/04/2026 08:14,2:29,$0.494,user_hangup,ended,Neutral,Unsuccessful,2438.2
03/04/2026 11:20,1:44,$0.344,agent_hangup,ended,Neutral,Successful,3127.6
03/04/2026 11:03,1:59,$0.393,user_hangup,ended,Neutral,Unsuccessful,2002.4
03/05/2026 08:48,1:56,$0.384,user_hangup,ended,Positive,Successful,2560.6
03/05/2026 08:13,1:38,$0.326,agent_hangup,ended,Positive,Unsuccessful,2636.4
03/05/2026 12:12,1:27,$0.289,agent_hangup,ended,Neutral,Unsuccessful,1651.1
03/05/2026 11:29,0:34,$0.115,agent_hangup,ended,Neutral,Successful,2152.0
03/05/2026 09:44,1:09,$0.228,user_hangup,ended,Neutral,Unsuccessful,2589.3
03/05/2026 14:56,1:14,$0.244,user_hangup,ended,Neutral,Successful,2822.6
03/06/2026 09:18,0:54,$0.180,user_hangup,ended,Positive,Unsuccessful,2590.1
03/06/2026 09:01,0:35,$0.118,user_hangup,ended,Neutral,Unsuccessful,1759.4
03/06/2026 12:01,2:38,$0.521,agent_hangup,ended,Negative,Successful,1886.2
03/06/2026 13:38,0:44,$0.147,agent_hangup,ended,Neutral,Unsuccessful,2377.8
03/06/2026 10:16,2:01,$0.400,agent_hangup,ended,Positive,Successful,2549.3
03/06/2026 09:05,1:49,$0.361,agent_hangup,ended,Neutral,Unsuccessful,1861.0
03/06/2026 03:16,3:07,$0.617,agent_hangup,ended,Positive,Unsuccessful,2307.7
03/06/2026 12:19,2:00,$0.399,user_hangup,ended,Neutral,Successful,2576.5
03/06/2026 14:41,1:16,$0.253,user_hangup,ended,Neutral,Unsuccessful,2425.7
03/06/2026 11:04,2:59,$0.591,user_hangup,ended,Positive,Successful,2252.2
03/07/2026 10:42,1:27,$0.288,agent_hangup,ended,Neutral,Successful,2361.0
03/07/2026 16:01,1:48,$0.357,user_hangup,ended,Neutral,Successful,3290.7
03/08/2026 11:28,1:14,$0.246,agent_hangup,ended,Neutral,Successful,1979.4
03/08/2026 06:14,1:31,$0.303,agent_hangup,ended,Neutral,Successful,2261.4
03/08/2026 09:36,1:51,$0.369,user_hangup,ended,Neutral,Successful,2062.0
03/09/2026 17:48,0:49,$0.162,user_hangup,ended,Neutral,Successful,2709.1
03/09/2026 08:10,1:01,$0.202,user_hangup,ended,Neutral,Unsuccessful,2920.0
03/09/2026 08:17,1:30,$0.299,user_hangup,ended,Positive,Successful,2593.6
03/09/2026 12:01,0:21,$0.070,user_hangup,ended,Neutral,Unsuccessful,2459.7
03/09/2026 10:10,0:54,$0.178,agent_hangup,ended,Neutral,Successful,1741.6
03/09/2026 10:56,2:19,$0.459,user_hangup,ended,Neutral,Unsuccessful,2222.3
03/09/2026 08:41,1:13,$0.242,agent_hangup,ended,Neutral,Unsuccessful,2202.5
03/09/2026 11:15,1:21,$0.270,user_hangup,ended,Neutral,Unsuccessful,2636.2
03/09/2026 09:26,1:43,$0.341,user_hangup,ended,Neutral,Unsuccessful,1919.6
03/09/2026 10:05,0:28,$0.094,agent_hangup,ended,Neutral,Successful,2185.8
03/09/2026 06:04,1:53,$0.374,user_hangup,ended,Neutral,Unsuccessful,1678.8
03/09/2026 10:48,1:26,$0.285,agent_hangup,ended,Neutral,Unsuccessful,2270.5
03/09/2026 12:11,0:57,$0.191,agent_hangup,ended,Neutral,Successful,2317.4
03/09/2026 09:55,2:42,$0.536,agent_hangup,ended,Positive,Successful,2321.7
03/09/2026 04:47,0:20,$0.066,agent_hangup,ended,Neutral,Successful,2219.2
03/09/2026 05:06,2:26,$0.484,user_hangup,ended,Positive,Successful,2766.0
03/10/2026 09:36,1:36,$0.318,agent_hangup,ended,Neutral,Unsuccessful,2031.4
03/10/2026 07:33,2:44,$0.543,user_hangup,ended,Neutral,Successful,2120.8
03/10/2026 08:29,1:45,$0.347,user_hangup,ended,Positive,Unsuccessful,3178.5
03/10/2026 10:16,1:55,$0.382,agent_hangup,ended,Neutral,Unsuccessful,2570.3
03/10/2026 11:32,2:05,$0.415,user_hangup,ended,Neutral,Successful,2730.4
03/10/2026 14:32,1:46,$0.350,agent_hangup,ended,Neutral,Unsuccessful,2864.7
03/10/2026 11:42,1:21,$0.270,user_hangup,ended,Neutral,Successful,2461.2
03/10/2026 13:07,0:50,$0.167,user_hangup,ended,Neutral,Unsuccessful,2286.8
03/10/2026 09:39,1:24,$0.280,user_hangup,ended,Neutral,Unsuccessful,2740.8
03/10/2026 05:49,1:46,$0.353,agent_hangup,ended,Neutral,Unsuccessful,2254.1
03/10/2026 10:04,1:11,$0.236,user_hangup,ended,Neutral,Successful,2776.0
03/10/2026 13:07,1:55,$0.380,agent_hangup,ended,Neutral,Unsuccessful,2624.0
03/10/2026 14:56,1:14,$0.247,user_hangup,ended,Neutral,Unsuccessful,2554.0
03/10/2026 11:40,0:59,$0.198,user_hangup,ended,Neutral,Successful,2282.8
03/10/2026 16:48,2:17,$0.453,agent_hangup,ended,Neutral,Successful,2038.1
03/11/2026 16:56,1:04,$0.213,agent_hangup,ended,Neutral,Unsuccessful,2691.6
03/11/2026 14:50,2:42,$0.535,agent_hangup,ended,Neutral,Successful,2466.1
03/11/2026 16:36,1:25,$0.283,agent_hangup,ended,Neutral,Unsuccessful,1935.2
03/11/2026 10:28,0:18,$0.060,user_hangup,ended,Neutral,Successful,2660.5
03/11/2026 07:54,1:04,$0.213,agent_hangup,ended,Neutral,Unsuccessful,2133.5
03/11/2026 11:31,1:17,$0.257,agent_hangup,ended,Neutral,Successful,3024.0
03/11/2026 11:54,1:30,$0.299,user_hangup,ended,Neutral,Successful,2047.6
03/11/2026 08:37,0:36,$0.121,user_hangup,ended,Positive,Successful,2748.8
03/11/2026 08:09,2:09,$0.426,agent_hangup,ended,Neutral,Successful,3361.1
03/12/2026 15:08,1:01,$0.203,user_hangup,ended,Neutral,Unsuccessful,2701.0
03/12/2026 10:00,2:45,$0.546,user_hangup,ended,Neutral,Successful,2413.3
03/12/2026 14:34,2:03,$0.408,user_hangup,ended,Neutral,Unsuccessful,1931.9
03/12/2026 10:17,1:28,$0.292,user_hangup,ended,Positive,Successful,2285.9
03/12/2026 11:31,2:41,$0.532,user_hangup,ended,Neutral,Successful,3249.8
03/12/2026 08:40,1:03,$0.209,user_hangup,ended,Neutral,Unsuccessful,2387.6
03/12/2026 11:48,0:36,$0.120,user_hangup,ended,Neutral,Unsuccessful,2139.0
03/12/2026 15:57,1:32,$0.306,agent_hangup,ended,Neutral,Successful,2526.4
03/12/2026 13:52,0:03,$0.012,user_hangup,ended,Positive,Unsuccessful,2654.1
03/12/2026 15:37,0:37,$0.125,agent_hangup,ended,Neutral,Unsuccessful,2354.9
03/12/2026 08:42,0:00,$0.000,user_hangup,not_connected,Neutral,Successful,2265.0
03/12/2026 11:41,1:41,$0.333,user_hangup,ended,Neutral,Successful,2492.0
03/13/2026 11:48,2:00,$0.397,user_hangup,ended,Neutral,Unsuccessful,2318.0
03/13/2026 11:17,2:13,$0.439,agent_hangup,ended,Neutral,Unsuccessful,2430.7
03/13/2026 08:53,0:58,$0.191,user_hangup,ended,Neutral,Successful,2658.2
03/13/2026 16:31,1:23,$0.276,user_hangup,ended,Neutral,Unsuccessful,2287.8
03/13/2026 12:42,0:55,$0.182,agent_hangup,ended,Neutral,Unsuccessful,2805.5
03/13/2026 06:44,2:55,$0.579,agent_hangup,ended,Neutral,Successful,2447.9
03/13/2026 08:30,1:43,$0.343,agent_hangup,ended,Neutral,Unsuccessful,2432.5
03/13/2026 12:33,1:20,$0.267,agent_hangup,ended,Negative,Unsuccessful,2402.7
03/13/2026 11:48,2:22,$0.469,agent_hangup,ended,Neutral,Successful,2840.5
03/13/2026 11:07,0:29,$0.097,agent_hangup,ended,Neutral,Unsuccessful,1891.4
03/13/2026 07:00,1:45,$0.348,agent_hangup,ended,Neutral,Unsuccessful,2379.4
03/14/2026 06:31,1:58,$0.391,agent_hangup,ended,Neutral,Unsuccessful,2486.8
03/14/2026 12:49,0:56,$0.186,user_hangup,ended,Neutral,Unsuccessful,2203.6
03/14/2026 09:35,1:15,$0.250,agent_hangup,ended,Positive,Unsuccessful,2388.5
03/14/2026 06:36,2:28,$0.491,user_hangup,ended,Positive,Unsuccessful,2157.3
03/15/2026 13:07,2:53,$0.573,agent_hangup,ended,Neutral,Unsuccessful,2164.2
03/15/2026 15:35,2:24,$0.477,user_hangup,ended,Neutral,Unsuccessful,2970.9
03/15/2026 15:07,1:04,$0.211,agent_hangup,ended,Neutral,Unsuccessful,2558.7
03/15/2026 07:01,2:13,$0.441,agent_hangup,ended,Neutral,Successful,1929.7
03/16/2026 15:45,2:03,$0.409,agent_hangup,ended,Positive,Unsuccessful,2585.6
03/16/2026 09:52,0:29,$0.096,agent_hangup,ended,Neutral,Unsuccessful,2397.3
03/16/2026 07:40,1:11,$0.236,agent_hangup,ended,Neutral,Unsuccessful,1935.5
03/16/2026 11:47,1:31,$0.301,user_hangup,ended,Neutral,Successful,2709.1
03/16/2026 16:26,2:48,$0.556,agent_hangup,ended,Positive,Unsuccessful,3088.9
03/16/2026 10:41,1:50,$0.366,user_hangup,ended,Positive,Unsuccessful,2980.7
03/16/2026 16:19,1:15,$0.248,agent_hangup,ended,Neutral,Successful,3089.6
03/17/2026 10:52,1:30,$0.297,agent_hangup,ended,Neutral,Unsuccessful,2382.8
03/17/2026 12:21,1:54,$0.377,agent_hangup,ended,Neutral,Successful,2298.9
03/17/2026 08:17,2:00,$0.398,user_hangup,ended,Positive,Unsuccessful,2428.3
03/17/2026 10:10,0:16,$0.055,agent_hangup,ended,Neutral,Successful,2597.7
03/17/2026 10:53,0:56,$0.188,agent_hangup,ended,Positive,Successful,2551.9
03/17/2026 14:01,0:28,$0.094,agent_hangup,ended,Neutral,Unsuccessful,2180.6
03/17/2026 17:58,1:23,$0.277,agent_hangup,ended,Neutral,Successful,2275.4
03/17/2026 08:12,0:38,$0.128,user_hangup,ended,Neutral,Unsuccessful,3053.9
03/17/2026 12:27,2:21,$0.467,agent_hangup,ended,Neutral,Successful,2348.8
03/17/2026 11:47,1:13,$0.242,user_hangup,ended,Neutral,Unsuccessful,2416.7
03/17/2026 08:26,2:18,$0.457,agent_hangup,ended,Neutral,Unsuccessful,2928.2
03/17/2026 12:26,2:14,$0.444,agent_hangup,ended,Neutral,Unsuccessful,2312.5
03/17/2026 11:43,2:07,$0.419,user_hangup,ended,Neutral,Unsuccessful,2331.3
03/17/2026 13:30,1:51,$0.369,agent_hangup,ended,Neutral,Unsuccessful,3084.0
03/17/2026 16:20,1:12,$0.239,agent_hangup,ended,Positive,Successful,1942.2
03/17/2026 11:11,1:29,$0.294,agent_hangup,ended,Neutral,Unsuccessful,2589.5
03/17/2026 03:43,1:49,$0.360,agent_hangup,ended,Neutral,Unsuccessful,2522.6
03/17/2026 09:56,3:00,$0.596,agent_hangup,ended,Neutral,Successful,2036.1
03/18/2026 09:08,1:49,$0.360,user_hangup,ended,Neutral,Unsuccessful,2386.4
03/18/2026 13:06,1:21,$0.268,agent_hangup,ended,Positive,Unsuccessful,2851.2
03/18/2026 06:31,1:20,$0.266,agent_hangup,ended,Neutral,Unsuccessful,2438.9
03/18/2026 14:57,2:11,$0.434,agent_hangup,ended,Positive,Successful,2940.0
03/18/2026 10:56,2:06,$0.418,user_hangup,ended,Neutral,Unsuccessful,2364.6
03/18/2026 10:48,1:14,$0.247,agent_hangup,ended,Neutral,Successful,2236.8
03/18/2026 16:35,0:42,$0.141,user_hangup,ended,Neutral,Successful,1811.7
